node_id,lat_centro,lon_centro,n_accidentes,n_graves,n_mortales,n_alcohol,sensores_imd_500m,idx_peligrosidad,categoria
PN_5387,40.376942694195414,-3.7359177118612683,9,0,0,1,50,0.0115,BAJO
PN_5388,40.43420048932481,-3.711406638004679,9,0,0,1,52,0.0115,BAJO
PN_5389,40.39796530188665,-3.734118466931327,9,0,0,1,12,0.0115,BAJO
PN_5390,40.40282533655925,-3.697719118324183,9,0,0,1,101,0.0115,BAJO
PN_5391,40.390902129225246,-3.669993680779188,9,0,0,1,18,0.0115,BAJO
PN_5392,40.38985474584036,-3.6698772600600966,9,0,0,1,27,0.0115,BAJO
PN_5393,40.45318071876143,-3.7436491981607736,9,0,0,1,15,0.0115,BAJO
PN_5394,40.43014511822187,-3.630939863281567,9,0,0,1,82,0.0115,BAJO
PN_5395,40.38088282582302,-3.7682160914485667,9,0,0,1,19,0.0115,BAJO
PN_5396,40.42686844794217,-3.7342531886395927,9,0,0,1,15,0.0115,BAJO
PN_5397,40.36784404985738,-3.686677828055016,9,0,0,1,14,0.0115,BAJO
PN_5398,40.44326136369677,-3.6168260740499374,9,0,0,1,34,0.0115,BAJO
PN_5399,40.40832708373578,-3.6690612293336327,9,0,0,1,89,0.0115,BAJO
PN_5400,40.387745592300384,-3.656088541294955,9,0,0,1,14,0.0115,BAJO
PN_5401,40.393209202442364,-3.708166815618387,9,0,0,1,74,0.0115,BAJO
PN_5402,40.45885689228287,-3.678987231731749,9,0,0,1,97,0.0115,BAJO
PN_5403,40.46086211751686,-3.676729738153787,9,0,0,1,92,0.0115,BAJO
PN_5404,40.422659847135414,-3.722877868560892,9,0,0,1,51,0.0115,BAJO
PN_5405,40.432026501842905,-3.6882249724732006,9,0,0,1,53,0.0115,BAJO
PN_5406,40.39203800579255,-3.7332240749491654,9,0,0,1,35,0.0115,BAJO
PN_5407,40.393003327238866,-3.672394637191105,9,0,0,1,40,0.0115,BAJO
PN_5408,40.38876263469667,-3.761880476989685,9,0,0,1,46,0.0115,BAJO
PN_5409,40.42808488947597,-3.6420598686325443,9,0,0,1,79,0.0115,BAJO
PN_5410,40.42208455733464,-3.685862983339524,9,0,0,1,54,0.0115,BAJO
PN_5411,40.454996098257105,-3.679828956891974,9,0,0,1,88,0.0115,BAJO
PN_5412,40.48483520537736,-3.6540871916694675,9,0,0,1,21,0.0115,BAJO
PN_5413,40.34302745993512,-3.7177426458269665,9,0,0,1,19,0.0115,BAJO
PN_5414,40.46785560831714,-3.6631691112972096,9,0,0,1,46,0.0115,BAJO
PN_5415,40.42102863055497,-3.695725119384848,9,0,0,1,83,0.0115,BAJO
PN_5416,40.38299233562048,-3.6718578755968707,9,0,0,1,29,0.0115,BAJO
PN_5417,40.50798869509109,-3.6707588172277252,9,0,0,1,37,0.0115,BAJO
PN_5418,40.40860485265371,-3.7105883678264817,9,0,0,1,38,0.0115,BAJO
PN_5419,40.40708322927462,-3.6080901286795677,9,0,0,1,41,0.0115,BAJO
PN_5420,40.42912642811986,-3.6518102219534803,9,0,0,1,75,0.0115,BAJO
PN_5421,40.488226091255825,-3.655056203440646,9,0,0,1,46,0.0115,BAJO
PN_5422,40.421941822381164,-3.7108190627861157,9,0,0,1,81,0.0115,BAJO
PN_5423,40.41602535849896,-3.701729392797743,9,0,0,1,54,0.0115,BAJO
PN_5424,40.38607968702151,-3.7400307455891078,9,0,0,1,76,0.0115,BAJO
PN_5425,40.38592869268553,-3.6690280507974,9,0,0,1,32,0.0115,BAJO
PN_5426,40.394104638385066,-3.6761368805292025,9,0,0,1,53,0.0115,BAJO
PN_5427,40.37401365144893,-3.6459623720905845,9,0,0,1,8,0.0115,BAJO
PN_5428,40.39584308013885,-3.720606158058406,9,0,0,1,48,0.0115,BAJO
PN_5429,40.466141576573754,-3.6547983416586476,9,0,0,1,30,0.0115,BAJO
PN_5430,40.34316070199593,-3.712771972293153,5,0,0,2,25,0.0111,BAJO
PN_5431,40.426174627402155,-3.6867789819630543,5,0,0,2,57,0.0111,BAJO
PN_5432,40.42604731197601,-3.633007537834959,5,0,0,2,58,0.0111,BAJO
PN_5433,40.39699246557926,-3.765947939945427,5,0,0,2,42,0.0111,BAJO
PN_5434,40.38523608862772,-3.779898270720274,5,0,0,2,7,0.0111,BAJO
PN_5435,40.463003454478994,-3.593043487074984,5,0,0,2,15,0.0111,BAJO
PN_5436,40.46380191631674,-3.712042823786482,5,0,0,2,32,0.0111,BAJO
PN_5437,40.39998763963113,-3.663859148105401,5,0,0,2,50,0.0111,BAJO
PN_5438,40.38196556164608,-3.6930826149830365,5,0,0,2,48,0.0111,BAJO
PN_5439,40.40112835168926,-3.6581573517817985,5,0,0,2,20,0.0111,BAJO
PN_5440,40.38007190938166,-3.6099182225207045,5,0,0,2,4,0.0111,BAJO
PN_5441,40.3817151793388,-3.7780504868034988,5,0,0,2,0,0.0111,BAJO
PN_5442,40.42723042511844,-3.656075184884601,5,0,0,2,47,0.0111,BAJO
PN_5443,40.42701827741182,-3.6369823855301817,5,0,0,2,35,0.0111,BAJO
PN_5444,40.40205409441274,-3.591193135574476,5,0,0,2,7,0.0111,BAJO
PN_5445,40.42718022039047,-3.6120057891240718,5,0,0,2,24,0.0111,BAJO
PN_5446,40.47121367082673,-3.673707050582105,5,0,0,2,48,0.0111,BAJO
PN_5447,40.46323383941233,-3.571269355285658,5,0,0,2,0,0.0111,BAJO
PN_5448,40.42376548066407,-3.6988279380291624,5,0,0,2,31,0.0111,BAJO
PN_5449,40.403061816580724,-3.657820286346284,5,0,0,2,31,0.0111,BAJO
PN_5450,40.391863461424585,-3.6250239060104006,5,0,0,2,7,0.0111,BAJO
PN_5451,40.376764130948956,-3.7338987767577114,5,0,0,2,50,0.0111,BAJO
PN_5452,40.462100583770486,-3.6429516186858257,5,0,0,2,33,0.0111,BAJO
PN_5453,40.39134564040436,-3.642249923137476,5,0,0,2,55,0.0111,BAJO
PN_5454,40.43096415856972,-3.6470548058050327,5,0,0,2,123,0.0111,BAJO
PN_5455,40.37895847968016,-3.7910525308350858,5,0,0,2,8,0.0111,BAJO
PN_5456,40.37921414715817,-3.654113050388381,5,0,0,2,15,0.0111,BAJO
PN_5457,40.37707566128603,-3.6330178373807582,5,0,0,2,6,0.0111,BAJO
PN_5458,40.39507069504052,-3.7108068949756072,5,0,0,2,90,0.0111,BAJO
PN_5459,40.37332753799773,-3.6679911592313323,5,0,0,2,0,0.0111,BAJO
PN_5460,40.395998125190786,-3.7331083491635804,5,0,0,2,14,0.0111,BAJO
PN_5461,40.39603936006465,-3.757735947246789,5,0,0,2,29,0.0111,BAJO
PN_5462,40.44195382332059,-3.6430992173856547,5,0,0,2,33,0.0111,BAJO
PN_5463,40.373275867158,-3.622682365842876,5,0,0,2,0,0.0111,BAJO
PN_5464,40.38011909627345,-3.746010249430357,5,0,0,2,22,0.0111,BAJO
PN_5465,40.40862851122938,-3.7340090865394315,5,0,0,2,52,0.0111,BAJO
PN_5466,40.38499232477542,-3.7038700735427144,5,0,0,2,28,0.0111,BAJO
PN_5467,40.466046601410255,-3.6541761865499347,5,0,0,2,30,0.0111,BAJO
PN_5468,40.46475838274283,-3.6341186381802535,5,0,0,2,52,0.0111,BAJO
PN_5469,40.387613528872336,-3.6602619779540433,5,0,0,2,24,0.0111,BAJO
PN_5470,40.40718122905356,-3.603907221113237,5,0,0,2,20,0.0111,BAJO
PN_5471,40.44409142450131,-3.6038907555062116,5,0,0,2,11,0.0111,BAJO
PN_5472,40.410752076720925,-3.7369621342618964,5,0,0,2,45,0.0111,BAJO
PN_5473,40.44827495127986,-3.5942064609714777,5,0,0,2,6,0.0111,BAJO
PN_5474,40.3541448433739,-3.7118631040979393,5,0,0,2,0,0.0111,BAJO
PN_5475,40.35381330280679,-3.6850103571148862,5,0,0,2,16,0.0111,BAJO
PN_5476,40.44777404710881,-3.666253634277685,5,0,0,2,67,0.0111,BAJO
PN_5477,40.447288979533084,-3.686033968509983,5,0,0,2,25,0.0111,BAJO
PN_5478,40.41505879219346,-3.722627048725625,5,0,0,2,95,0.0111,BAJO
PN_5479,40.34363086373513,-3.6959256617874274,5,0,0,2,4,0.0111,BAJO
PN_5480,40.43622901898305,-3.6383072932109477,5,0,0,2,77,0.0111,BAJO
PN_5481,40.34767895761156,-3.7028815037504628,5,0,0,2,40,0.0111,BAJO
PN_5482,40.34362628968323,-3.694088051596934,6,1,0,0,4,0.0106,BAJO
PN_5483,40.49811659551315,-3.6609998894813445,6,1,0,0,40,0.0106,BAJO
PN_5484,40.43570281275468,-3.6490008257671067,6,1,0,0,73,0.0106,BAJO
PN_5485,40.512886488405634,-3.679930637423194,6,1,0,0,6,0.0106,BAJO
PN_5486,40.34692434552377,-3.6772524982349233,6,1,0,0,11,0.0106,BAJO
PN_5487,40.34705640452041,-3.675725054745769,6,1,0,0,11,0.0106,BAJO
PN_5488,40.49535360434633,-3.719852405403144,6,1,0,0,43,0.0106,BAJO
PN_5489,40.445856696073434,-3.590912468720432,6,1,0,0,16,0.0106,BAJO
PN_5490,40.49125873309382,-3.6531760581752906,6,1,0,0,37,0.0106,BAJO
PN_5491,40.48962268927101,-3.6426269787700356,6,1,0,0,2,0.0106,BAJO
PN_5492,40.35403861987989,-3.6838789968405834,6,1,0,0,17,0.0106,BAJO
PN_5493,40.49002096658064,-3.6582989310690146,6,1,0,0,37,0.0106,BAJO
PN_5494,40.353037996067634,-3.6860101329515693,6,1,0,0,9,0.0106,BAJO
PN_5495,40.488707522675256,-3.669216416648597,6,1,0,0,17,0.0106,BAJO
PN_5496,40.35580303353437,-3.7048665586541567,6,1,0,0,19,0.0106,BAJO
PN_5497,40.411114960925154,-3.704029031393999,6,1,0,0,26,0.0106,BAJO
PN_5498,40.41086208408073,-3.6569376442403807,6,1,0,0,67,0.0106,BAJO
PN_5499,40.428834454396345,-3.709886282660005,6,1,0,0,80,0.0106,BAJO
PN_5500,40.466957124595666,-3.7040574095856935,6,1,0,0,24,0.0106,BAJO
PN_5501,40.386074549649145,-3.7270329730966973,6,1,0,0,81,0.0106,BAJO
PN_5502,40.3879093392206,-3.6197840459278106,6,1,0,0,7,0.0106,BAJO
PN_5503,40.38898937453894,-3.7779649233600807,6,1,0,0,0,0.0106,BAJO
PN_5504,40.48184436350169,-3.663982543003143,6,1,0,0,41,0.0106,BAJO
PN_5505,40.407881956331956,-3.7380197955721832,6,1,0,0,45,0.0106,BAJO
PN_5506,40.40803912020792,-3.640094310851351,6,1,0,0,33,0.0106,BAJO
PN_5507,40.42199072988709,-3.6090436052054518,6,1,0,0,65,0.0106,BAJO
PN_5508,40.42335319861561,-3.675171602002068,6,1,0,0,60,0.0106,BAJO
PN_5509,40.443820406710856,-3.6518538753607417,6,1,0,0,41,0.0106,BAJO
PN_5510,40.44408942546508,-3.609136894312648,6,1,0,0,37,0.0106,BAJO
PN_5511,40.44919466695771,-3.5911814880006525,6,1,0,0,8,0.0106,BAJO
PN_5512,40.40884541092693,-3.7019330826014247,6,1,0,0,32,0.0106,BAJO
PN_5513,40.39076858494638,-3.647933007008836,6,1,0,0,35,0.0106,BAJO
PN_5514,40.3921114475881,-3.651050613588202,6,1,0,0,24,0.0106,BAJO
PN_5515,40.37698927458132,-3.7683106093345415,6,1,0,0,33,0.0106,BAJO
PN_5516,40.376621082911946,-3.745418009337136,6,1,0,0,39,0.0106,BAJO
PN_5517,40.376635538957395,-3.6232088385960233,6,1,0,0,16,0.0106,BAJO
PN_5518,40.47301951217563,-3.683908884409321,6,1,0,0,44,0.0106,BAJO
PN_5519,40.37783432014002,-3.6688013806548656,6,1,0,0,24,0.0106,BAJO
PN_5520,40.472154792492965,-3.7038934553279006,6,1,0,0,27,0.0106,BAJO
PN_5521,40.471795997410645,-3.693951092093473,6,1,0,0,30,0.0106,BAJO
PN_5522,40.39308329533986,-3.666795963073456,6,1,0,0,38,0.0106,BAJO
PN_5523,40.39289485332426,-3.6561660089118195,6,1,0,0,42,0.0106,BAJO
PN_5524,40.3941507649798,-3.7316229006152333,6,1,0,0,7,0.0106,BAJO
PN_5525,40.44167741385894,-3.7058629658233535,6,1,0,0,30,0.0106,BAJO
PN_5526,40.395214300871686,-3.763826063508745,6,1,0,0,50,0.0106,BAJO
PN_5527,40.39427613802792,-3.6441685541648496,6,1,0,0,46,0.0106,BAJO
PN_5528,40.394035687900676,-3.632235954843233,6,1,0,0,0,0.0106,BAJO
PN_5529,40.45904990853919,-3.6518929382534786,6,1,0,0,26,0.0106,BAJO
PN_5530,40.39542734163377,-3.6331052223818916,6,1,0,0,5,0.0106,BAJO
PN_5531,40.37409832276937,-3.7753650990818257,6,1,0,0,23,0.0106,BAJO
PN_5532,40.476416791006876,-3.7179276945734596,6,1,0,0,41,0.0106,BAJO
PN_5533,40.37410723343293,-3.7003081453444646,6,1,0,0,32,0.0106,BAJO
PN_5534,40.47485173033016,-3.5886478919558678,6,1,0,0,2,0.0106,BAJO
PN_5535,40.438908424600186,-3.6770309692476975,6,1,0,0,79,0.0106,BAJO
PN_5536,40.43865762422957,-3.678064078284217,6,1,0,0,91,0.0106,BAJO
PN_5537,40.47519950043145,-3.6682820387361783,6,1,0,0,57,0.0106,BAJO
PN_5538,40.47528836100892,-3.74206646341284,6,1,0,0,31,0.0106,BAJO
PN_5539,40.375892136883905,-3.6926461720671138,6,1,0,0,23,0.0106,BAJO
PN_5540,40.473208027897115,-3.5778492328925124,6,1,0,0,15,0.0106,BAJO
PN_5541,40.37690444826724,-3.7776315352276164,6,1,0,0,25,0.0106,BAJO
PN_5542,40.39618591604208,-3.7649407496970393,6,1,0,0,43,0.0106,BAJO
PN_5543,40.39578998103172,-3.6728517930776357,6,1,0,0,54,0.0106,BAJO
PN_5544,40.39625777033552,-3.6943022196137676,6,1,0,0,64,0.0106,BAJO
PN_5545,40.396851132416025,-3.7369586201969334,6,1,0,0,16,0.0106,BAJO
PN_5546,40.426275706599434,-3.6667935654488653,6,1,0,0,29,0.0106,BAJO
PN_5547,40.42570370987259,-3.652836183698364,6,1,0,0,42,0.0106,BAJO
PN_5548,40.457065053678136,-3.6492024073876883,6,1,0,0,32,0.0106,BAJO
PN_5549,40.39898159110056,-3.58991912963916,6,1,0,0,0,0.0106,BAJO
PN_5550,40.40023514521403,-3.7482414411909413,6,1,0,0,32,0.0106,BAJO
PN_5551,40.481366387052084,-3.719990058120365,6,1,0,0,56,0.0106,BAJO
PN_5552,40.36782966921627,-3.608155332869328,6,1,0,0,48,0.0106,BAJO
PN_5553,40.47998331632319,-3.7068873605187918,6,1,0,0,80,0.0106,BAJO
PN_5554,40.47994138531775,-3.6999614923879265,6,1,0,0,51,0.0106,BAJO
PN_5555,40.37004085299573,-3.5949848584782025,6,1,0,0,0,0.0106,BAJO
PN_5556,40.480155299455,-3.720132459831543,6,1,0,0,49,0.0106,BAJO
PN_5557,40.37000604499128,-3.622702133596196,6,1,0,0,0,0.0106,BAJO
PN_5558,40.47881225202627,-3.651155963100136,6,1,0,0,16,0.0106,BAJO
PN_5559,40.370798677696904,-3.726228792925148,6,1,0,0,12,0.0106,BAJO
PN_5560,40.371705018657686,-3.6599319635716943,6,1,0,0,2,0.0106,BAJO
PN_5561,40.401416256173015,-3.760983482927116,6,1,0,0,33,0.0106,BAJO
PN_5562,40.455244815821146,-3.6492772717888813,6,1,0,0,40,0.0106,BAJO
PN_5563,40.430131668587386,-3.6223407365129376,6,1,0,0,20,0.0106,BAJO
PN_5564,40.38193231298042,-3.6861696389802066,6,1,0,0,40,0.0106,BAJO
PN_5565,40.470142046927236,-3.6998125500490975,6,1,0,0,19,0.0106,BAJO
PN_5566,40.470304902237814,-3.7180592067233,6,1,0,0,64,0.0106,BAJO
PN_5567,40.381829563333724,-3.6649473081378967,6,1,0,0,38,0.0106,BAJO
PN_5568,40.468866756400544,-3.612347085738612,6,1,0,0,0,0.0106,BAJO
PN_5569,40.46915803634665,-3.649751369614816,6,1,0,0,30,0.0106,BAJO
PN_5570,40.46885828044103,-3.633149419984559,6,1,0,0,22,0.0106,BAJO
PN_5571,40.38311218254969,-3.744943700738571,6,1,0,0,47,0.0106,BAJO
PN_5572,40.46909648564906,-3.7698036371909485,6,1,0,0,0,0.0106,BAJO
PN_5573,40.389824297925124,-3.6368211181287307,6,1,0,0,33,0.0106,BAJO
PN_5574,40.39025660665419,-3.6577663666030102,6,1,0,0,40,0.0106,BAJO
PN_5575,40.38962617391697,-3.643857182257514,6,1,0,0,51,0.0106,BAJO
PN_5576,40.42678018109216,-3.64023658098705,6,1,0,0,53,0.0106,BAJO
PN_5577,40.427131252571826,-3.6408293493927277,6,1,0,0,57,0.0106,BAJO
PN_5578,40.428062087984,-3.729993995642659,6,1,0,0,28,0.0106,BAJO
PN_5579,40.427052058897466,-3.613069938542111,6,1,0,0,17,0.0106,BAJO
PN_5580,40.463042852575995,-3.784043841240982,6,1,0,0,31,0.0106,BAJO
PN_5581,40.390897865175724,-3.6999479108887905,6,1,0,0,63,0.0106,BAJO
PN_5582,40.462184491911074,-3.6752653685093755,6,1,0,0,70,0.0106,BAJO
PN_5583,40.401981459322606,-3.7468387978495272,6,1,0,0,35,0.0106,BAJO
PN_5584,40.44275481009495,-3.6536319622904716,6,1,0,0,44,0.0106,BAJO
PN_5585,40.40317656539483,-3.7091747456376942,6,1,0,0,54,0.0106,BAJO
PN_5586,40.40282650845703,-3.7588761904258594,6,1,0,0,13,0.0106,BAJO
PN_5587,40.40280413851331,-3.673781899040399,6,1,0,0,45,0.0106,BAJO
PN_5588,40.40372674509136,-3.6767510221420174,6,1,0,0,49,0.0106,BAJO
PN_5589,40.45263071601103,-3.6656427515471157,6,1,0,0,58,0.0106,BAJO
PN_5590,40.45267415015851,-3.6651400013820066,6,1,0,0,58,0.0106,BAJO
PN_5591,40.40428725111166,-3.597947698721869,6,1,0,0,11,0.0106,BAJO
PN_5592,40.403644116849165,-3.6460471578602855,6,1,0,0,20,0.0106,BAJO
PN_5593,40.404977710887174,-3.710994774924656,6,1,0,0,54,0.0106,BAJO
PN_5594,40.4518650192595,-3.6871851233642765,6,1,0,0,49,0.0106,BAJO
PN_5595,40.404825734081825,-3.7439790155640584,6,1,0,0,31,0.0106,BAJO
PN_5596,40.42381227576112,-3.681634160586087,6,1,0,0,64,0.0106,BAJO
PN_5597,40.40494671237232,-3.692099329211562,6,1,0,0,72,0.0106,BAJO
PN_5598,40.40513085158428,-3.59886653553897,6,1,0,0,11,0.0106,BAJO
PN_5599,40.40533745092663,-3.603028472021497,6,1,0,0,10,0.0106,BAJO
PN_5600,40.45231115741204,-3.778122765550922,6,1,0,0,37,0.0106,BAJO
PN_5601,40.4062203211154,-3.668047142215933,6,1,0,0,89,0.0106,BAJO
PN_5602,40.405898662034595,-3.5619682720814794,6,1,0,0,8,0.0106,BAJO
PN_5603,40.4059922844255,-3.62226565880467,6,1,0,0,6,0.0106,BAJO
PN_5604,40.407095319529326,-3.703305563162805,6,1,0,0,40,0.0106,BAJO
PN_5605,40.45017810088655,-3.646178097098115,6,1,0,0,35,0.0106,BAJO
PN_5606,40.41185107926852,-3.7239060978943077,6,1,0,0,74,0.0106,BAJO
PN_5607,40.4117539157859,-3.6682157933811013,6,1,0,0,57,0.0106,BAJO
PN_5608,40.41293102063572,-3.696968325752167,6,1,0,0,34,0.0106,BAJO
PN_5609,40.412953972132506,-3.6908927253299932,6,1,0,0,43,0.0106,BAJO
PN_5610,40.413006503448244,-3.683316631003064,6,1,0,0,8,0.0106,BAJO
PN_5611,40.41297637885261,-3.719468832657396,6,1,0,0,61,0.0106,BAJO
PN_5612,40.41295639528454,-3.717368695934873,6,1,0,0,59,0.0106,BAJO
PN_5613,40.447001868720626,-3.6666367264221917,6,1,0,0,68,0.0106,BAJO
PN_5614,40.41507384761767,-3.6969393604034857,6,1,0,0,67,0.0106,BAJO
PN_5615,40.41912061191085,-3.6582183191853574,6,1,0,0,71,0.0106,BAJO
PN_5616,40.44112366813232,-3.655842739889439,6,1,0,0,62,0.0106,BAJO
PN_5617,40.42799177504806,-3.614809484324098,6,1,0,0,11,0.0106,BAJO
PN_5618,40.44114793038788,-3.7297149781679573,6,1,0,0,17,0.0106,BAJO
PN_5619,40.46429142934533,-3.5860393595820317,6,1,0,0,19,0.0106,BAJO
PN_5620,40.38915884050348,-3.689748168110937,6,1,0,0,61,0.0106,BAJO
PN_5621,40.46372987410166,-3.805108096559215,6,1,0,0,0,0.0106,BAJO
PN_5622,40.48673419798492,-3.6651182229058956,6,1,0,0,24,0.0106,BAJO
PN_5623,40.35930113557257,-3.6811351440772775,6,1,0,0,22,0.0106,BAJO
PN_5624,40.35919663734509,-3.6707546857067492,6,1,0,0,0,0.0106,BAJO
PN_5625,40.36012564322128,-3.6687558972700565,6,1,0,0,0,0.0106,BAJO
PN_5626,40.36224209069111,-3.778756575091734,6,1,0,0,9,0.0106,BAJO
PN_5627,40.43364166938209,-3.663997441986373,6,1,0,0,82,0.0106,BAJO
PN_5628,40.43842431998402,-3.6552505518653287,6,1,0,0,53,0.0106,BAJO
PN_5629,40.361765977022536,-3.695375248914493,6,1,0,0,36,0.0106,BAJO
PN_5630,40.365302274724776,-3.7726986643096807,6,1,0,0,9,0.0106,BAJO
PN_5631,40.364791315461495,-3.5882743437807556,6,1,0,0,0,0.0106,BAJO
PN_5632,40.41853219439923,-3.619043410000566,6,1,0,0,36,0.0106,BAJO
PN_5633,40.42095952202244,-3.7231373322688612,6,1,0,0,67,0.0106,BAJO
PN_5634,40.44612563371176,-3.6647000598431383,6,1,0,0,78,0.0106,BAJO
PN_5635,40.44647918693432,-3.6349263483862173,6,1,0,0,2,0.0106,BAJO
PN_5636,40.41776421755673,-3.6211344865774593,6,1,0,0,43,0.0106,BAJO
PN_5637,40.416116421887686,-3.69884190659278,6,1,0,0,64,0.0106,BAJO
PN_5638,40.50310977339732,-3.6710334620362066,6,1,0,0,34,0.0106,BAJO
PN_5639,40.342846627212,-3.7058109722382326,6,1,0,0,20,0.0106,BAJO
PN_5640,40.38391714656774,-3.662248331511263,6,1,0,0,12,0.0106,BAJO
PN_5641,40.34511514554015,-3.691189128807279,6,1,0,0,4,0.0106,BAJO
PN_5642,40.44894158880722,-3.6721197938709706,6,1,0,0,51,0.0106,BAJO
PN_5643,40.408834007619035,-3.6380865043725366,6,1,0,0,29,0.0106,BAJO
PN_5644,40.4101523899915,-3.6958612569847418,6,1,0,0,37,0.0106,BAJO
PN_5645,40.410028955559945,-3.646780001464213,6,1,0,0,26,0.0106,BAJO
PN_5646,40.44931581039898,-3.695913233590796,6,1,0,0,108,0.0106,BAJO
PN_5647,40.410110588393245,-3.7120977264436057,6,1,0,0,43,0.0106,BAJO
PN_5648,40.33378367926571,-3.7155426498129813,6,1,0,0,29,0.0106,BAJO
PN_5649,40.34872147085196,-3.6879720885474234,6,1,0,0,8,0.0106,BAJO
PN_5650,40.51734648604606,-3.665123575798278,6,1,0,0,7,0.0106,BAJO
PN_5651,40.434912839141916,-3.7049295764576295,6,1,0,0,45,0.0106,BAJO
PN_5652,40.414959993599915,-3.695898996864313,6,1,0,0,63,0.0106,BAJO
PN_5653,40.435629079198144,-3.7190657059709014,6,1,0,0,50,0.0106,BAJO
PN_5654,40.435869041797254,-3.6740057447627272,6,1,0,0,74,0.0106,BAJO
PN_5655,40.35107096700785,-3.697065073920934,6,1,0,0,26,0.0106,BAJO
PN_5656,40.38607331983858,-3.623909443621299,12,0,0,0,25,0.0103,MEDIO
PN_5657,40.45704834165917,-3.694570852712852,12,0,0,0,119,0.0103,MEDIO
PN_5658,40.39520097504816,-3.6747263341598124,12,0,0,0,48,0.0103,MEDIO
PN_5659,40.44103714048565,-3.6598342082074447,12,0,0,0,82,0.0103,MEDIO
PN_5660,40.47378428780836,-3.5771611020803005,12,0,0,0,13,0.0103,MEDIO
PN_5661,40.37593605832672,-3.7390365937825343,12,0,0,0,50,0.0103,MEDIO
PN_5662,40.496994579001274,-3.6738096861013445,12,0,0,0,15,0.0103,MEDIO
PN_5663,40.480688494048785,-3.7108894076516665,12,0,0,0,80,0.0103,MEDIO
PN_5664,40.37638874650611,-3.655092911050163,12,0,0,0,21,0.0103,MEDIO
PN_5665,40.37487747501948,-3.6271957709571043,12,0,0,0,6,0.0103,MEDIO
PN_5666,40.442068187583104,-3.672038557690826,12,0,0,0,66,0.0103,MEDIO
PN_5667,40.44071515639983,-3.6428969861953138,12,0,0,0,53,0.0103,MEDIO
PN_5668,40.44397801732753,-3.5819431265057315,12,0,0,0,21,0.0103,MEDIO
PN_5669,40.436389315164206,-3.6650610439662414,12,0,0,0,73,0.0103,MEDIO
PN_5670,40.439782406191725,-3.674829909855282,12,0,0,0,73,0.0103,MEDIO
PN_5671,40.39105234337142,-3.6498111073582535,12,0,0,0,25,0.0103,MEDIO
PN_5672,40.443813438420115,-3.691179113226162,12,0,0,0,57,0.0103,MEDIO
PN_5673,40.470035454004154,-3.6709439901177148,12,0,0,0,67,0.0103,MEDIO
PN_5674,40.38661637250165,-3.7602228930339563,12,0,0,0,37,0.0103,MEDIO
PN_5675,40.37403143275932,-3.6199435097975745,12,0,0,0,0,0.0103,MEDIO
PN_5676,40.4076626657859,-3.6523760344050533,12,0,0,0,42,0.0103,MEDIO
PN_5677,40.391768135715914,-3.738665683615253,12,0,0,0,44,0.0103,MEDIO
PN_5678,40.422885286638795,-3.719755146603919,12,0,0,0,70,0.0103,MEDIO
PN_5679,40.4631750139219,-3.6889565940200915,12,0,0,0,77,0.0103,MEDIO
PN_5680,40.407023621792284,-3.647862975549143,12,0,0,0,17,0.0103,MEDIO
PN_5681,40.427910911718214,-3.7179293736645955,12,0,0,0,74,0.0103,MEDIO
PN_5682,40.406222678117075,-3.7017428075142242,12,0,0,0,48,0.0103,MEDIO
PN_5683,40.39073178708768,-3.71080467154518,12,0,0,0,39,0.0103,MEDIO
PN_5684,40.43475772432772,-3.7319429930833685,12,0,0,0,34,0.0103,MEDIO
PN_5685,40.44082173708356,-3.7389910847219867,12,0,0,0,10,0.0103,MEDIO
PN_5686,40.43081508111696,-3.6882597805715363,12,0,0,0,43,0.0103,MEDIO
PN_5687,40.42612243961228,-3.664988395626329,12,0,0,0,30,0.0103,MEDIO
PN_5688,40.479101363049224,-3.7127268952901384,12,0,0,0,84,0.0103,MEDIO
PN_5689,40.43028492735478,-3.683090650435647,12,0,0,0,48,0.0103,MEDIO
PN_5690,40.4270719452175,-3.7199215934617667,12,0,0,0,52,0.0103,MEDIO
PN_5691,40.48681339360091,-3.659025689324667,12,0,0,0,40,0.0103,MEDIO
PN_5692,40.47888637015772,-3.720039265069227,12,0,0,0,55,0.0103,MEDIO
PN_5693,40.363980616560276,-3.750864339419189,12,0,0,0,45,0.0103,MEDIO
PN_5694,40.40491798340508,-3.706899879495342,12,0,0,0,46,0.0103,MEDIO
PN_5695,40.40431864755252,-3.6681785978742254,12,0,0,0,95,0.0103,MEDIO
PN_5696,40.49503763540874,-3.7012777646513464,12,0,0,0,14,0.0103,MEDIO
PN_5697,40.42683569800539,-3.7169836846247453,12,0,0,0,73,0.0103,MEDIO
PN_5698,40.40298754367487,-3.71085893451606,8,0,0,1,58,0.01,BAJO
PN_5699,40.428715370354645,-3.675892287799509,8,0,0,1,49,0.01,BAJO
PN_5700,40.41087465908423,-3.6979715037304373,8,0,0,1,32,0.01,BAJO
PN_5701,40.476593814470114,-3.717166189149676,8,0,0,1,58,0.01,BAJO
PN_5702,40.40410388041566,-3.7159145505272906,8,0,0,1,57,0.01,BAJO
PN_5703,40.446780493683974,-3.6763134903878045,8,0,0,1,34,0.01,BAJO
PN_5704,40.46418749532911,-3.7840797587233514,8,0,0,1,16,0.01,BAJO
PN_5705,40.38886044912198,-3.654944223378797,8,0,0,1,26,0.01,BAJO
